wireless communications and networking conference,Alex Stephenne
Israel Journal of Mathematics,Anna Gundert
Israel Journal of Mathematics,Uli Wagner
Nano Communication Networks,Baris Atakan
Nano Communication Networks,Ozgur B. Akan
international conference on computer graphics and interactive techniques,Shinya Kitaoka
international conference on computer graphics and interactive techniques,Yoshifumi Kitamura
international conference on computer graphics and interactive techniques,Fumio Kishino
international symposium on circuits and systems,Merritt Miller
international symposium on circuits and systems,Greg Hoover
international symposium on circuits and systems,Forrest Brewer
Journal of Electronic Imaging,Jonathan D. Simpkins
Journal of Electronic Imaging,Robert L. Stevenson
international conference on image processing,S. H. Kang
international conference on image processing,Avideh Zakhor
very large data bases,Stephan Aier
very large data bases,Marten Schönherr
International Journal of Distributed Sensor Networks,Qiulin Tan
International Journal of Distributed Sensor Networks,Yang Zhang
International Journal of Distributed Sensor Networks,Xiaofei Zhang
International Journal of Distributed Sensor Networks,Xiangdong Pei
International Journal of Distributed Sensor Networks,Jijun Xiong
International Journal of Distributed Sensor Networks,Chenyang Xue
International Journal of Distributed Sensor Networks,Jun Liu
International Journal of Distributed Sensor Networks,Wendong Zhang
international conference on communications,Yi Xu
international conference on communications,Guosen Yue
international conference on communications,Narayan Prasad
international conference on communications,Sampath Rangarajan
international conference on communications,Shiwen Mao
Information Processing Letters,Alina Carmen Cojocaru
Information Processing Letters,Igor E. Shparlinski
Journal of Combinatorial Theory,Aviezri S. Fraenkel
Microelectronics Journal,Jin Zhao Huang
Microelectronics Journal,Zheng Xu
Microelectronics Journal,Fu Jun Zhang
Microelectronics Journal,Su Ling Zhao
Microelectronics Journal,Yuan Li
Microelectronics Journal,Lin Song
Microelectronics Journal,Xu Rong Xu
computational sciences and optimization,Chunwei Wang
computational sciences and optimization,Zheng Xia
computational sciences and optimization,Bo Xiao
Discrete Applied Mathematics,Peter Dankelmann
Discrete Applied Mathematics,Ivan Gutman
Discrete Applied Mathematics,Simon Mukwembi
Discrete Applied Mathematics,Henda C. Swart
Journal of Combinatorial Theory,Gennian Ge
Journal of Combinatorial Theory,Esther R. Lamken
Journal of Combinatorial Theory,Alan C. H. Ling
provable security,Oana Ciobotaru
Bioinformatics,Zengyou He
Bioinformatics,C. Yang
Bioinformatics,Weichuan Yu
Neural Computing and Applications,David C. Cressy
Neural Computing and Applications,Ian T. Nabney
Neural Computing and Applications,Adrian M. Simper
Applied Mathematics and Computation,S.M.R. Khalili
Applied Mathematics and Computation,Parvaneh Abbaspour
Applied Mathematics and Computation,K. Malekzadeh Fard
rapid system prototyping,L. Chaouat
rapid system prototyping,Sh. N. Garin
rapid system prototyping,Alain Vachoux
rapid system prototyping,Daniel Mlynek
engineering of computer based systems,Petr Matousek
engineering of computer based systems,Jaroslav Rab
engineering of computer based systems,Ondrej Rysavy
engineering of computer based systems,Miroslav Sveda
International Journal of Distributed Sensor Networks,Harinadha Reddy Chintalapalli
International Journal of Distributed Sensor Networks,Shashidhar Patil
International Journal of Distributed Sensor Networks,Sanghun Nam
International Journal of Distributed Sensor Networks,Sungsoo Park
International Journal of Distributed Sensor Networks,Young Ho Chai
grid computing,Catalin L. Dumitrescu
grid computing,Ian T. Foster
international conference on electronic publishing,Jaime Delgado
international conference on electronic publishing,Ramon Martí
international conference on electronic publishing,Xavier Perramon
international conference on machine learning,Brian D. Ziebart
international conference on machine learning,James Andrew Bagnell
international conference on machine learning,Anind K. Dey
Eurasip Journal on Wireless Communications and Networking,Markus Landmann
Eurasip Journal on Wireless Communications and Networking,Kriangsak Sivasondhivat
Eurasip Journal on Wireless Communications and Networking,Jun-ichi Takada
Eurasip Journal on Wireless Communications and Networking,Ichirou Ida
Eurasip Journal on Wireless Communications and Networking,Reiner S. Thoma
southwest symposium on image analysis and interpretation,Philip Davis
southwest symposium on image analysis and interpretation,Charles D. Creusere
southwest symposium on image analysis and interpretation,Jim Kroger
international conference on computer supported education,Gabriel Simões
international conference on computer supported education,Leandro Krug Wives
international conference on computer supported education,Jose Palazzo Moreira De Oliveira
theory and applications of satisfiability testing,Niklas Sörensson
theory and applications of satisfiability testing,Armin Biere
Synthese,Gregory R. Wheeler
Synthese,Luís Moniz Pereira
cyberworlds,Taorui Jia
cyberworlds,Kang Wang
cyberworlds,Zhongke Wu
cyberworlds,Junli Zhao
cyberworlds,Pengfei Xu
cyberworlds,Cuiting Liu
cyberworlds,Mingquan Zhou
IEEE Transactions on Circuits and Systems Ii-express Briefs,Tao Luo
IEEE Transactions on Circuits and Systems Ii-express Briefs,Hao Liang
IEEE Transactions on Circuits and Systems Ii-express Briefs,Wei Zhang
IEEE Transactions on Circuits and Systems Ii-express Briefs,Bingsheng He
IEEE Transactions on Circuits and Systems Ii-express Briefs,Douglas L. Maskell
IEEE Journal of Biomedical and Health Informatics,Sohini Roychowdhury
IEEE Journal of Biomedical and Health Informatics,Dara D. Koozekanani
IEEE Journal of Biomedical and Health Informatics,Sam N. Kuchinka
IEEE Journal of Biomedical and Health Informatics,Keshab K. Parhi
annual computer security applications conference,Wanming Chu
annual computer security applications conference,Yamin Li
medical informatics europe,André Kushniruk
medical informatics europe,Elizabeth M. Borycki
medical informatics europe,Shigeki Kuwata
medical informatics europe,Joseph L. Kannry
Journal of Computational Finance,Alexandre d'Aspremont
IEEE Signal Processing Magazine,John Edwards
euromicro conference on real time systems,Manas Saksena
euromicro conference on real time systems,Panagiota Karvelas
analytical and stochastic modeling techniques and applications,Rodrigo S. C. Leão
analytical and stochastic modeling techniques and applications,Valmir Carneiro Barbosa
SpringerPlus,Arnau Raventos
SpringerPlus,Raul Quijada
SpringerPlus,Luis Torres
SpringerPlus,Francesc Tarres
Chicago Journal of Theoretical Computer Science,Dmitry Gavinsky
Chicago Journal of Theoretical Computer Science,Oded Regev
Chicago Journal of Theoretical Computer Science,Ronald de Wolf
intelligent data analysis,Stan Salvador
intelligent data analysis,Philip K. Chan
international conference on advanced learning technologies,Wei-Chu Lai
international conference on advanced learning technologies,Po-Yao Chao
international conference on advanced learning technologies,Gwo-Dong Chen
Lecture Notes in Computer Science,Pooyan Khajehpour
Lecture Notes in Computer Science,Caro Lucas
Lecture Notes in Computer Science,Babak Nadjar Araabi
Lecture Notes in Computer Science,Nabil Ouerhani
Lecture Notes in Computer Science,Heinz Hügli
advances in multimedia,Qiang Wang
advances in multimedia,Debin Zhao
advances in multimedia,Wen Gao
advances in multimedia,Siwei Ma
Journal of Visual Communication and Image Representation,Stanley J. Reeves
adaptive agents and multi agents systems,George Chrysanthakopoulos
adaptive agents and multi agents systems,Guy Shani
soft computing,Chao Wang
soft computing,Yuanlong Hou
soft computing,RongzhongLiu
soft computing,QiangGao
soft computing,RunminHou
Bioinformatics,B. Laurent
Bioinformatics,Matthieu Chavent
Bioinformatics,Tristan Cragnolini
Bioinformatics,Anna Caroline E Dahl
Bioinformatics,Samuela Pasquali
Bioinformatics,Philippe Derreumaux
Bioinformatics,Mark S.P. Sansom
Bioinformatics,Marc Baaden
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Gianpiero Cabodi
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Paolo Enrico Camurati
text retrieval conference,Kisuh Ahn
text retrieval conference,Johan Bos
text retrieval conference,Stephen Clark
text retrieval conference,Tiphaine Dalmas
text retrieval conference,Jochen L. Leidner
text retrieval conference,Matthew Smillie
text retrieval conference,Bonnie Webber
text retrieval conference,James R. Curran
intelligent data acquisition and advanced computing systems: technology and applications,Volodymyr Fedak
intelligent data acquisition and advanced computing systems: technology and applications,Adrian Nakonechny
wireless communications and networking conference,Wenbo He
wireless communications and networking conference,Klara Nahrstedt
international conference on software engineering,Mark Grechanik
international conference on software engineering,Chen Fu
international conference on software engineering,Qing Xie
hawaii international conference on system sciences,Timo Käkölä
hawaii international conference on system sciences,Kalle I. Koota
international conference on acoustics, speech, and signal processing,Kemal Ugur
international conference on acoustics, speech, and signal processing,Dmytro Rusanovskyy
international conference on acoustics, speech, and signal processing,Moncef Gabbouj
Eurasip Journal on Embedded Systems,Massimo Rovini
Eurasip Journal on Embedded Systems,Giuseppe Gentile
Eurasip Journal on Embedded Systems,Francesco Rossi
Eurasip Journal on Embedded Systems,Luca Fanucci
Information Processing Letters,Andreas Brandstädt
Information Processing Letters,Suhail Mahfud
human factors in computing systems,Stuart K. Card
Biological Cybernetics,Noriaki Ikeda
Biological Cybernetics,Akihiro Takeuchi
Biological Cybernetics,Atsusi Hamada
Biological Cybernetics,Hiroshi Goto
Biological Cybernetics,Noritaka Mamorita
Biological Cybernetics,Kan Takayanagi
IEICE Electronics Express,Kalim Qureshi
IEICE Electronics Express,Naseer A. R
IEICE Electronics Express,Haroon Rashid
Legal Studies,Markus Krause
Legal Studies,Marc Mogalle
Legal Studies,Henning Pohl
